age,pages,first_item_prize,gender,ReBuy,News_click,country,revenue
122,32.0,5.0,28.0,Fem,False,7.0,China,85.0
179,50.0,6.0,44.0,Fem,False,3.0,China,67.0
9250,48.0,8.0,22.0,Fem,False,7.0,Ghana,33.0
8095,33.0,9.0,42.0,Fem,False,0.0,Malaysia,63.0
6429,24.0,9.0,28.0,Fem,False,0.0,Poland,50.0
9737,45.0,7.0,15.5,Fem,False,3.0,Australia,14.0
4992,31.0,6.0,44.0,Fem,True,2.0,South Korea,130.0
1157,48.0,4.0,44.0,Masc,False,3.0,Pakistan,49.0
9003,29.0,8.0,10.0,Fem,False,3.0,Yemen,17.0
1532,40.0,2.0,44.0,Fem,True,3.0,Bangladesh,30.0
8992,37.0,2.0,42.0,Fem,False,10.0,Afghanistan,314.0
7859,38.0,6.0,22.0,Fem,False,3.0,Uzbekistan,26.0
9110,33.0,7.0,10.0,Fem,False,5.0,Yemen,38.0
1535,26.0,8.0,57.0,Masc,False,7.0,Bangladesh,156.0
9259,40.0,6.0,44.0,Masc,False,3.0,Ghana,36.0
5517,39.0,6.0,28.0,Masc,True,5.0,Ukraine,245.0
2605,22.0,3.0,42.0,Fem,True,4.0,Ethiopia,311.0
6127,31.0,4.0,57.0,Fem,False,10.0,Argentina,186.0
9141,33.0,6.0,10.0,Masc,True,3.0,Yemen,21.0
7458,23.0,7.0,28.0,Masc,True,0.0,Morocco,123.0
2177,31.0,8.0,22.0,Fem,False,3.0,Mexico,94.0
7990,34.0,8.0,10.0,Masc,False,10.0,Uzbekistan,42.0
2351,35.0,4.0,28.0,Masc,True,2.0,Philippines,45.0
9177,44.0,5.0,15.5,Fem,False,2.0,Yemen,20.0
3502,23.0,10.0,42.0,Fem,True,4.0,Turkey,119.0
2134,29.0,7.0,28.0,Fem,False,4.0,Mexico,155.0
1480,47.0,6.0,15.5,Masc,False,2.0,Bangladesh,17.0
2793,33.0,5.0,22.0,Masc,False,2.0,Ethiopia,110.0
4843,38.0,4.0,15.5,Masc,False,4.0,South Korea,228.0
9780,44.0,6.0,22.0,Masc,False,10.0,Australia,143.0
9934,30.0,8.0,22.0,Fem,False,2.0,Taiwan,74.0
4762,24.0,3.0,28.0,Fem,False,5.0,South Africa,123.0
7191,42.0,6.0,28.0,Masc,False,7.0,Canada,182.0
6041,37.0,5.0,28.0,Masc,True,7.0,Argentina,97.0
9636,35.0,3.0,44.0,Fem,False,3.0,Australia,83.0
3445,44.0,5.0,22.0,Fem,False,6.0,Turkey,107.0
8149,27.0,5.0,22.0,Fem,False,6.0,Malaysia,168.0
7765,39.0,2.0,28.0,Fem,True,1.0,Peru,120.0
3620,42.0,5.0,22.0,Fem,False,5.0,Thailand,102.0
1952,36.0,2.0,10.0,Fem,False,7.0,Japan,96.0
555,50.0,5.0,57.0,Fem,False,6.0,United States,296.0
4264,29.0,10.0,57.0,Fem,False,4.0,Italy,256.0
1163,36.0,6.0,22.0,Fem,False,8.0,Pakistan,83.0
1584,33.0,9.0,42.0,Fem,True,6.0,Bangladesh,97.0
6151,37.0,5.0,10.0,Fem,False,5.0,Argentina,103.0
9720,32.0,5.0,22.0,Masc,False,4.0,Australia,120.0
5837,20.0,3.0,42.0,Fem,False,4.0,Kenya,119.0
5261,29.0,6.0,28.0,Fem,False,7.0,Spain,142.0
5239,41.0,3.0,44.0,Fem,False,1.0,Spain,103.0
7913,23.0,8.0,44.0,Masc,False,0.0,Uzbekistan,29.0
9162,35.0,4.0,28.0,Fem,False,5.0,Yemen,145.0
1598,26.0,9.0,15.5,Masc,False,10.0,Bangladesh,36.0
7182,41.0,10.0,28.0,Fem,True,3.0,Canada,94.0
300,45.0,7.0,10.0,Fem,True,6.0,India,57.0
9660,43.0,6.0,22.0,Masc,False,10.0,Australia,183.0
6947,37.0,5.0,15.5,Fem,False,3.0,Uganda,57.0
3794,31.0,6.0,28.0,Fem,False,3.0,Thailand,97.0
4572,35.0,5.0,44.0,Fem,False,1.0,Burma,47.0
4335,35.0,6.0,22.0,Fem,True,3.0,Italy,68.0
2858,33.0,10.0,28.0,Masc,False,6.0,Egypt,113.0
5694,32.0,7.0,44.0,Fem,True,6.0,Tanzania,200.0
3142,21.0,5.0,15.5,Masc,False,4.0,Germany,100.0
1359,20.0,5.0,44.0,Masc,True,3.0,Nigeria,44.0
4533,24.0,9.0,42.0,Fem,False,4.0,Burma,154.0
9749,27.0,3.0,28.0,Fem,True,1.0,Australia,202.0
5687,51.0,6.0,44.0,Fem,True,7.0,Tanzania,222.0
486,39.0,6.0,44.0,Masc,True,7.0,United States,97.0
7836,29.0,6.0,22.0,Masc,False,4.0,Uzbekistan,54.0
9554,34.0,8.0,42.0,Masc,False,4.0,Mozambique,123.0
5900,40.0,7.0,10.0,Fem,False,6.0,Kenya,71.0
8116,48.0,7.0,42.0,Fem,True,4.0,Malaysia,60.0
7362,42.0,9.0,28.0,Fem,False,5.0,Iraq,164.0
1152,39.0,5.0,44.0,Fem,False,3.0,Pakistan,37.0
5382,46.0,5.0,44.0,Fem,False,0.0,Spain,104.0
9741,40.0,6.0,22.0,Fem,False,4.0,Australia,168.0
5424,38.0,7.0,28.0,Fem,False,5.0,Ukraine,108.0
8807,35.0,3.0,22.0,Masc,False,6.0,Afghanistan,200.0
5186,37.0,6.0,28.0,Fem,False,3.0,Colombia,112.0
8409,39.0,7.0,10.0,Fem,False,5.0,Venezuela,91.0
6189,38.0,6.0,28.0,Fem,False,4.0,Argentina,211.0
9702,34.0,6.0,10.0,Masc,False,3.0,Australia,76.0
8269,60.0,3.0,15.5,Fem,False,7.0,Saudi Arabia,120.0
5314,44.0,6.0,44.0,Fem,True,3.0,Spain,100.0
9903,42.0,7.0,44.0,Fem,False,9.0,Taiwan,112.0
665,32.0,4.0,42.0,Masc,False,4.0,Indonesia,114.0
3353,27.0,5.0,44.0,Fem,False,5.0,Iran,208.0
8851,50.0,6.0,42.0,Fem,False,3.0,Afghanistan,98.0
8061,35.0,4.0,15.5,Fem,False,2.0,Malaysia,63.0
642,43.0,6.0,10.0,Fem,False,7.0,Indonesia,64.0
9242,52.0,4.0,44.0,Fem,False,6.0,Ghana,48.0
176,30.0,3.0,44.0,Fem,False,7.0,China,131.0
6431,35.0,3.0,42.0,Masc,False,4.0,Poland,272.0
9910,60.0,7.0,15.5,Fem,True,6.0,Taiwan,265.0
3438,33.0,4.0,15.5,Masc,True,6.0,Turkey,132.0
786,41.0,4.0,22.0,Fem,False,4.0,Indonesia,34.0
6391,49.0,6.0,15.5,Fem,False,3.0,Algeria,43.0
9065,47.0,2.0,42.0,Fem,True,2.0,Yemen,37.0
9927,38.0,6.0,44.0,Fem,False,0.0,Taiwan,72.0
3202,40.0,5.0,28.0,Masc,True,7.0,Iran,97.0
4803,38.0,4.0,44.0,Fem,False,4.0,South Korea,262.0
7835,32.0,5.0,42.0,Fem,True,2.0,Uzbekistan,35.0
7940,32.0,5.0,44.0,Fem,False,6.0,Uzbekistan,98.0
91,50.0,3.0,10.0,Fem,False,0.0,China,32.0
5762,40.0,6.0,22.0,Fem,True,8.0,Tanzania,100.0
9027,40.0,6.0,22.0,Fem,False,5.0,Yemen,88.0
9504,37.0,8.0,44.0,Masc,False,6.0,Mozambique,290.0
8237,43.0,7.0,44.0,Fem,False,4.0,Saudi Arabia,64.0
1971,37.0,5.0,22.0,Fem,False,5.0,Japan,140.0
2905,37.0,2.0,15.5,Masc,False,3.0,Egypt,40.0
530,40.0,7.0,28.0,Masc,False,3.0,United States,66.0
3635,46.0,6.0,28.0,Fem,False,2.0,Thailand,38.0
996,25.0,7.0,28.0,Fem,False,3.0,Brazil,35.0
5852,37.0,4.0,44.0,Fem,True,0.0,Kenya,39.0
4226,48.0,4.0,22.0,Fem,False,3.0,Italy,63.0
5616,30.0,7.0,15.5,Fem,False,6.0,Tanzania,91.0
2312,31.0,7.0,22.0,Fem,False,5.0,Philippines,46.0
2154,37.0,6.0,28.0,Fem,False,6.0,Mexico,243.0
5317,31.0,9.0,22.0,Fem,True,6.0,Spain,97.0
1427,45.0,6.0,44.0,Fem,False,8.0,Bangladesh,97.0
8630,37.0,5.0,42.0,Fem,False,6.0,Nepal,196.0
6032,31.0,4.0,10.0,Masc,False,5.0,Argentina,97.0
4415,48.0,4.0,44.0,Masc,False,4.0,Burma,82.0
8818,37.0,9.0,22.0,Masc,False,8.0,Afghanistan,97.0
3085,52.0,10.0,22.0,Fem,False,5.0,Germany,133.0
7798,33.0,5.0,10.0,Masc,False,4.0,Peru,18.0
9153,41.0,7.0,22.0,Fem,True,5.0,Yemen,64.0
8209,38.0,7.0,15.5,Fem,False,1.0,Saudi Arabia,83.0
9573,28.0,6.0,28.0,Fem,False,1.0,Mozambique,182.0
9534,24.0,7.0,15.5,Masc,False,7.0,Mozambique,225.0
495,43.0,9.0,57.0,Fem,False,4.0,United States,285.0
3749,34.0,5.0,15.5,Masc,True,2.0,Thailand,49.0
2321,24.0,2.0,22.0,Masc,True,7.0,Philippines,39.0
4267,34.0,5.0,28.0,Fem,True,7.0,Italy,314.0
3405,32.0,5.0,10.0,Fem,False,6.0,Turkey,116.0
151,41.0,8.0,10.0,Fem,False,3.0,China,13.0
7369,38.0,2.0,57.0,Masc,False,5.0,Iraq,97.0
694,48.0,6.0,42.0,Fem,False,5.0,Indonesia,100.0
4417,29.0,5.0,15.5,Fem,False,4.0,Burma,32.0
5697,40.0,5.0,42.0,Fem,False,5.0,Tanzania,139.0
1738,39.0,4.0,22.0,Fem,False,4.0,Russia,180.0
3001,43.0,9.0,15.5,Fem,False,0.0,Germany,62.0
167,38.0,4.0,10.0,Fem,False,7.0,China,104.0
6111,38.0,5.0,44.0,Fem,False,5.0,Argentina,84.0
4622,49.0,5.0,28.0,Fem,True,4.0,South Africa,110.0
2865,41.0,2.0,57.0,Fem,False,3.0,Egypt,58.0
8544,32.0,6.0,28.0,Masc,False,2.0,Venezuela,135.0
4702,52.0,5.0,28.0,Fem,True,4.0,South Africa,221.0
2883,39.0,6.0,28.0,Masc,False,2.0,Egypt,65.0
3031,36.0,6.0,22.0,Fem,False,2.0,Germany,55.0
8183,48.0,7.0,28.0,Fem,False,4.0,Malaysia,162.0
8980,56.0,4.0,10.0,Fem,False,5.0,Afghanistan,209.0
8528,25.0,6.0,22.0,Fem,False,3.0,Venezuela,29.0
5681,45.0,3.0,28.0,Fem,False,4.0,Tanzania,97.0
7209,34.0,2.0,42.0,Masc,False,5.0,Iraq,82.0
5991,58.0,9.0,44.0,Fem,False,10.0,Kenya,118.0
2276,38.0,5.0,10.0,Fem,True,7.0,Philippines,43.0
7132,39.0,6.0,44.0,Fem,True,5.0,Canada,215.0
5705,23.0,7.0,28.0,Fem,False,1.0,Tanzania,24.0
7998,27.0,5.0,42.0,Fem,False,2.0,Uzbekistan,37.0
5292,46.0,5.0,28.0,Fem,False,4.0,Spain,97.0
4304,28.0,10.0,10.0,Fem,False,4.0,Italy,85.0
7445,34.0,6.0,22.0,Fem,False,1.0,Morocco,30.0
428,34.0,7.0,44.0,Masc,True,3.0,United States,148.0
7068,30.0,6.0,57.0,Masc,False,3.0,Canada,93.0
6364,34.0,2.0,44.0,Fem,True,3.0,Algeria,24.0
4215,18.0,6.0,22.0,Fem,True,3.0,Italy,50.0
426,43.0,9.0,44.0,Masc,False,6.0,United States,217.0
2223,35.0,10.0,22.0,Fem,True,8.0,Philippines,63.0
100,29.0,8.0,15.5,Masc,False,7.0,China,110.0
9244,42.0,5.0,15.5,Masc,False,5.0,Ghana,49.0
3307,35.0,7.0,44.0,Fem,False,9.0,Iran,82.0
2762,31.0,7.0,57.0,Fem,False,4.0,Ethiopia,237.0
5857,37.0,4.0,28.0,Fem,False,1.0,Kenya,66.0
4738,23.0,6.0,57.0,Fem,False,8.0,South Africa,183.0
7092,47.0,6.0,15.5,Fem,True,5.0,Canada,93.0
9632,41.0,5.0,28.0,Fem,False,3.0,Australia,172.0
3286,23.0,10.0,44.0,Fem,True,5.0,Iran,184.0
7712,40.0,7.0,22.0,Masc,False,3.0,Peru,39.0
7868,39.0,7.0,44.0,Fem,True,3.0,Uzbekistan,55.0
6067,25.0,8.0,57.0,Fem,True,4.0,Argentina,253.0
9235,34.0,7.0,10.0,Fem,False,6.0,Ghana,48.0
3577,34.0,3.0,44.0,Fem,False,5.0,Turkey,94.0
1465,31.0,7.0,22.0,Masc,False,7.0,Bangladesh,62.0
7675,39.0,8.0,22.0,Fem,False,2.0,Peru,61.0
2234,36.0,4.0,28.0,Fem,False,3.0,Philippines,73.0
1744,28.0,6.0,42.0,Masc,False,2.0,Russia,79.0
9754,38.0,8.0,28.0,Fem,False,1.0,Australia,153.0
6094,37.0,7.0,44.0,Masc,True,4.0,Argentina,83.0
8781,47.0,7.0,10.0,Fem,False,4.0,Nepal,152.0
9401,37.0,6.0,22.0,Masc,False,2.0,Mozambique,82.0
8371,31.0,9.0,22.0,Fem,True,6.0,Saudi Arabia,177.0
5027,41.0,6.0,15.5,Masc,False,5.0,Colombia,133.0
9234,34.0,5.0,10.0,Fem,False,10.0,Ghana,59.0
3944,29.0,9.0,44.0,Masc,False,2.0,France,79.0
6862,46.0,9.0,44.0,Fem,False,4.0,Uganda,116.0
5350,34.0,3.0,28.0,Masc,False,6.0,Spain,301.0
9422,45.0,3.0,44.0,Fem,False,3.0,Mozambique,149.0
2121,31.0,3.0,22.0,Masc,False,7.0,Mexico,201.0
4972,33.0,10.0,10.0,Fem,False,3.0,South Korea,37.0
8576,50.0,6.0,22.0,Fem,False,4.0,Venezuela,106.0
3784,37.0,10.0,22.0,Fem,False,2.0,Thailand,14.0
6872,31.0,2.0,22.0,Fem,False,3.0,Uganda,53.0
916,43.0,7.0,28.0,Masc,False,3.0,Brazil,64.0
9394,35.0,5.0,10.0,Masc,False,10.0,Ghana,37.0
7252,39.0,5.0,28.0,Fem,True,2.0,Iraq,34.0
8012,36.0,2.0,15.5,Fem,True,3.0,Malaysia,50.0
5821,33.0,5.0,44.0,Masc,False,5.0,Kenya,90.0
4403,47.0,6.0,22.0,Masc,False,9.0,Burma,108.0
4863,24.0,6.0,44.0,Fem,True,4.0,South Korea,246.0
8515,43.0,4.0,15.5,Fem,True,5.0,Venezuela,137.0
5422,32.0,6.0,44.0,Masc,False,6.0,Ukraine,150.0
7733,48.0,3.0,15.5,Fem,False,6.0,Peru,111.0
1203,41.0,5.0,22.0,Fem,True,7.0,Nigeria,56.0
3768,25.0,7.0,15.5,Masc,True,5.0,Thailand,61.0
5357,36.0,9.0,57.0,Fem,True,6.0,Spain,282.0
3852,22.0,8.0,10.0,Masc,True,4.0,France,124.0
1926,39.0,8.0,42.0,Fem,False,4.0,Japan,251.0
3114,36.0,3.0,22.0,Masc,False,6.0,Germany,168.0
2641,28.0,9.0,57.0,Masc,False,9.0,Ethiopia,97.0
7639,47.0,6.0,22.0,Fem,False,5.0,Peru,87.0
7360,35.0,4.0,22.0,Masc,False,5.0,Iraq,37.0
8182,29.0,6.0,28.0,Fem,True,3.0,Malaysia,156.0
7610,25.0,7.0,15.5,Masc,False,10.0,Peru,139.0
2728,37.0,6.0,22.0,Fem,True,4.0,Ethiopia,170.0
9597,36.0,10.0,28.0,Masc,True,10.0,Mozambique,266.0
4985,37.0,3.0,10.0,Fem,False,4.0,South Korea,140.0
6846,45.0,7.0,44.0,Masc,False,6.0,Uganda,90.0
7698,43.0,10.0,57.0,Fem,False,1.0,Peru,66.0
4012,44.0,5.0,22.0,Fem,False,0.0,United Kingdom,60.0
2626,36.0,5.0,57.0,Masc,False,10.0,Ethiopia,260.0
7238,42.0,4.0,44.0,Masc,True,4.0,Iraq,92.0
8255,37.0,5.0,15.5,Fem,False,5.0,Saudi Arabia,190.0
9565,42.0,6.0,15.5,Fem,False,5.0,Mozambique,36.0
805,42.0,5.0,15.5,Fem,True,4.0,Brazil,74.0
4634,57.0,7.0,10.0,Fem,True,4.0,South Africa,103.0
5247,26.0,3.0,10.0,Fem,True,1.0,Spain,70.0
5566,24.0,7.0,28.0,Fem,True,5.0,Ukraine,264.0
5739,37.0,5.0,57.0,Masc,False,4.0,Tanzania,209.0
5143,45.0,6.0,44.0,Fem,False,3.0,Colombia,44.0
8265,32.0,7.0,44.0,Fem,True,7.0,Saudi Arabia,255.0
4459,27.0,9.0,10.0,Masc,False,4.0,Burma,127.0
1242,37.0,9.0,28.0,Fem,False,3.0,Nigeria,63.0
6945,40.0,4.0,44.0,Fem,False,5.0,Uganda,101.0
5740,33.0,8.0,22.0,Fem,True,2.0,Tanzania,38.0
5325,30.0,7.0,42.0,Masc,False,6.0,Spain,213.0
547,42.0,6.0,42.0,Masc,False,7.0,United States,316.0
3022,50.0,5.0,15.5,Masc,False,4.0,Germany,126.0
5761,40.0,3.0,44.0,Fem,False,4.0,Tanzania,157.0
4031,45.0,7.0,28.0,Masc,False,5.0,United Kingdom,97.0
26,29.0,5.0,57.0,Fem,True,4.0,China,192.0
4952,26.0,6.0,22.0,Fem,True,2.0,South Korea,101.0
5152,32.0,6.0,10.0,Fem,True,1.0,Colombia,34.0
2508,24.0,7.0,44.0,Fem,False,0.0,Vietnam,39.0
1433,45.0,3.0,44.0,Masc,False,1.0,Bangladesh,44.0
2582,39.0,6.0,44.0,Fem,True,1.0,Vietnam,27.0
1302,36.0,6.0,28.0,Fem,False,4.0,Nigeria,199.0
5812,35.0,4.0,28.0,Masc,True,0.0,Kenya,85.0
7349,45.0,9.0,44.0,Masc,False,5.0,Iraq,91.0
5281,32.0,6.0,44.0,Fem,False,4.0,Spain,205.0
6114,45.0,7.0,44.0,Masc,True,6.0,Argentina,218.0
1221,44.0,6.0,44.0,Masc,False,5.0,Nigeria,126.0
7435,26.0,5.0,57.0,Fem,False,0.0,Morocco,50.0
2548,30.0,7.0,28.0,Fem,False,0.0,Vietnam,83.0
750,47.0,4.0,22.0,Masc,False,4.0,Indonesia,94.0
437,51.0,4.0,22.0,Masc,False,2.0,United States,144.0
4371,23.0,6.0,57.0,Fem,True,8.0,Italy,264.0
4448,28.0,6.0,15.5,Fem,False,5.0,Burma,54.0
2847,38.0,3.0,22.0,Fem,False,3.0,Egypt,18.0
1173,21.0,7.0,28.0,Fem,False,10.0,Pakistan,227.0
7495,40.0,5.0,57.0,Fem,False,6.0,Morocco,148.0
2699,28.0,6.0,28.0,Fem,False,7.0,Ethiopia,180.0
9888,25.0,5.0,44.0,Masc,True,10.0,Taiwan,97.0
9506,25.0,7.0,42.0,Fem,False,8.0,Mozambique,311.0
6395,43.0,7.0,42.0,Fem,True,9.0,Algeria,126.0
2481,28.0,7.0,15.5,Masc,False,6.0,Vietnam,34.0
5456,42.0,4.0,44.0,Fem,False,1.0,Ukraine,48.0
8444,44.0,7.0,10.0,Fem,False,3.0,Venezuela,53.0
2706,31.0,5.0,57.0,Masc,False,10.0,Ethiopia,145.0
4661,36.0,2.0,42.0,Fem,True,6.0,South Africa,114.0
326,33.0,6.0,44.0,Fem,False,1.0,India,44.0
1039,33.0,7.0,22.0,Fem,False,4.0,Pakistan,46.0
2637,28.0,5.0,15.5,Fem,False,2.0,Ethiopia,90.0
5022,41.0,6.0,22.0,Masc,False,7.0,Colombia,61.0
2499,38.0,8.0,22.0,Fem,False,5.0,Vietnam,36.0
1004,23.0,3.0,15.5,Fem,False,3.0,Pakistan,27.0
2861,30.0,3.0,15.5,Fem,True,1.0,Egypt,30.0
3233,41.0,5.0,44.0,Fem,False,5.0,Iran,99.0
1870,22.0,7.0,15.5,Fem,True,4.0,Japan,97.0
4245,38.0,3.0,10.0,Fem,True,6.0,Italy,149.0
6927,29.0,6.0,15.5,Fem,False,4.0,Uganda,163.0
8385,49.0,7.0,44.0,Fem,True,7.0,Saudi Arabia,221.0
534,31.0,7.0,44.0,Fem,False,3.0,United States,65.0
9827,40.0,6.0,44.0,Masc,False,6.0,Taiwan,119.0
7148,30.0,6.0,28.0,Masc,False,3.0,Canada,78.0
7365,39.0,5.0,15.5,Fem,False,3.0,Iraq,33.0
585,42.0,5.0,15.5,Fem,False,7.0,United States,177.0
9914,38.0,7.0,44.0,Masc,False,7.0,Taiwan,250.0
3035,39.0,6.0,28.0,Masc,False,5.0,Germany,97.0
4428,30.0,6.0,28.0,Masc,False,10.0,Burma,64.0
4089,29.0,4.0,22.0,Masc,True,2.0,United Kingdom,40.0
1703,43.0,5.0,44.0,Masc,False,5.0,Russia,199.0
4295,55.0,6.0,22.0,Fem,True,3.0,Italy,127.0
5719,46.0,7.0,28.0,Fem,False,1.0,Tanzania,43.0
491,36.0,7.0,10.0,Masc,False,4.0,United States,236.0
6899,45.0,7.0,22.0,Fem,False,7.0,Uganda,146.0
4353,33.0,2.0,44.0,Masc,False,5.0,Italy,217.0
2836,21.0,5.0,15.5,Fem,False,2.0,Egypt,18.0
2266,29.0,5.0,22.0,Masc,False,4.0,Philippines,95.0
7718,24.0,5.0,57.0,Masc,False,4.0,Peru,131.0
9523,22.0,7.0,22.0,Fem,True,9.0,Mozambique,285.0
8022,32.0,6.0,44.0,Fem,True,3.0,Malaysia,143.0
4707,29.0,6.0,22.0,Masc,False,4.0,South Africa,130.0
9843,38.0,10.0,44.0,Fem,True,2.0,Taiwan,129.0
2900,43.0,6.0,15.5,Masc,False,7.0,Egypt,72.0
9618,30.0,6.0,44.0,Fem,True,2.0,Australia,160.0
2944,43.0,6.0,10.0,Masc,False,5.0,Egypt,67.0
1916,41.0,3.0,15.5,Fem,True,4.0,Japan,173.0
3185,33.0,5.0,44.0,Masc,False,7.0,Germany,185.0
8626,39.0,9.0,10.0,Fem,False,6.0,Nepal,108.0
9434,43.0,8.0,42.0,Masc,False,4.0,Mozambique,188.0
7255,52.0,5.0,57.0,Fem,False,1.0,Iraq,69.0
4246,53.0,3.0,28.0,Masc,False,3.0,Italy,142.0
8615,45.0,5.0,44.0,Fem,False,5.0,Nepal,126.0
5146,34.0,6.0,22.0,Masc,False,3.0,Colombia,41.0
8565,36.0,8.0,22.0,Fem,False,0.0,Venezuela,28.0
2518,34.0,2.0,22.0,Fem,False,5.0,Vietnam,48.0
397,40.0,9.0,28.0,Fem,False,4.0,India,149.0
1317,40.0,7.0,28.0,Masc,False,3.0,Nigeria,68.0
4560,37.0,5.0,10.0,Fem,False,3.0,Burma,26.0
121,26.0,4.0,15.5,Fem,True,2.0,China,25.0
2449,36.0,5.0,42.0,Fem,False,5.0,Vietnam,66.0
8855,33.0,7.0,57.0,Fem,False,6.0,Afghanistan,97.0
8108,30.0,5.0,10.0,Masc,False,5.0,Malaysia,141.0
1566,31.0,7.0,28.0,Masc,False,4.0,Bangladesh,234.0
1984,38.0,8.0,10.0,Fem,True,4.0,Japan,113.0
4333,31.0,3.0,42.0,Fem,True,4.0,Italy,175.0
7910,46.0,8.0,10.0,Fem,False,10.0,Uzbekistan,40.0
9286,30.0,5.0,42.0,Fem,False,2.0,Ghana,39.0
3918,31.0,5.0,10.0,Fem,False,8.0,France,118.0
2173,34.0,8.0,22.0,Fem,False,1.0,Mexico,54.0
3283,35.0,5.0,28.0,Fem,False,3.0,Iran,43.0
8495,22.0,6.0,28.0,Fem,False,5.0,Venezuela,163.0
8584,44.0,6.0,28.0,Fem,False,2.0,Venezuela,60.0
2333,37.0,2.0,10.0,Masc,True,2.0,Philippines,31.0
573,37.0,4.0,57.0,Fem,False,3.0,United States,115.0
3660,36.0,5.0,42.0,Fem,False,5.0,Thailand,149.0
9075,34.0,6.0,10.0,Fem,False,3.0,Yemen,12.0
981,29.0,4.0,44.0,Fem,False,6.0,Brazil,134.0
9370,35.0,8.0,22.0,Fem,False,7.0,Ghana,42.0
1407,41.0,3.0,28.0,Fem,False,9.0,Bangladesh,83.0
535,28.0,9.0,28.0,Fem,False,4.0,United States,173.0
4315,30.0,6.0,28.0,Masc,False,2.0,Italy,108.0
4598,32.0,3.0,28.0,Fem,True,4.0,Burma,259.0
8622,48.0,7.0,44.0,Fem,False,3.0,Nepal,45.0
8758,30.0,3.0,28.0,Fem,False,2.0,Nepal,102.0
1434,29.0,5.0,42.0,Fem,False,6.0,Bangladesh,108.0
6994,37.0,7.0,15.5,Masc,False,3.0,Uganda,57.0
2579,25.0,8.0,28.0,Fem,False,5.0,Vietnam,63.0
9403,38.0,7.0,22.0,Fem,True,9.0,Mozambique,305.0
3269,50.0,7.0,42.0,Masc,False,6.0,Iran,143.0
9553,36.0,6.0,28.0,Fem,False,9.0,Mozambique,226.0
3838,30.0,5.0,42.0,Fem,False,8.0,France,290.0
1867,42.0,4.0,44.0,Fem,False,2.0,Japan,87.0
1454,22.0,5.0,42.0,Fem,True,10.0,Bangladesh,121.0
1786,36.0,4.0,22.0,Masc,False,7.0,Russia,153.0
9912,46.0,6.0,44.0,Masc,True,6.0,Taiwan,171.0
7095,27.0,7.0,28.0,Masc,False,4.0,Canada,222.0
2521,37.0,7.0,15.5,Fem,False,6.0,Vietnam,85.0
4439,28.0,7.0,44.0,Masc,False,7.0,Burma,165.0
1820,26.0,3.0,28.0,Masc,False,3.0,Japan,76.0
5615,40.0,6.0,28.0,Fem,False,2.0,Tanzania,42.0
2929,34.0,7.0,44.0,Masc,False,5.0,Egypt,121.0
51,45.0,3.0,28.0,Masc,False,0.0,China,87.0
4726,26.0,5.0,28.0,Fem,False,9.0,South Africa,104.0
5716,43.0,4.0,15.5,Fem,False,7.0,Tanzania,68.0
5465,33.0,5.0,22.0,Fem,False,6.0,Ukraine,64.0
469,36.0,5.0,57.0,Fem,False,2.0,United States,117.0
2629,28.0,6.0,42.0,Fem,False,5.0,Ethiopia,228.0
6513,53.0,4.0,22.0,Fem,False,5.0,Poland,119.0
7467,26.0,5.0,44.0,Fem,True,7.0,Morocco,128.0
3945,36.0,3.0,22.0,Fem,False,1.0,France,60.0
6204,32.0,2.0,42.0,Fem,True,3.0,Algeria,61.0
4262,37.0,7.0,44.0,Masc,True,3.0,Italy,194.0
1858,32.0,5.0,57.0,Masc,False,1.0,Japan,129.0
9532,21.0,7.0,22.0,Masc,False,1.0,Mozambique,30.0
865,31.0,6.0,15.5,Fem,False,2.0,Brazil,34.0
6390,32.0,9.0,10.0,Fem,True,4.0,Algeria,78.0
7212,57.0,5.0,22.0,Fem,True,2.0,Iraq,49.0
4921,22.0,5.0,44.0,Fem,False,8.0,South Korea,166.0
8101,39.0,4.0,44.0,Masc,False,2.0,Malaysia,65.0
4792,43.0,2.0,57.0,Fem,False,7.0,South Africa,157.0
8854,28.0,2.0,28.0,Fem,False,3.0,Afghanistan,122.0
6250,32.0,10.0,42.0,Masc,False,2.0,Algeria,49.0
5936,39.0,5.0,15.5,Fem,False,5.0,Kenya,92.0
425,24.0,5.0,57.0,Masc,False,7.0,United States,272.0
188,31.0,8.0,42.0,Masc,False,3.0,China,55.0
5629,47.0,5.0,22.0,Fem,False,4.0,Tanzania,111.0
4359,50.0,5.0,42.0,Masc,False,1.0,Italy,42.0
228,35.0,4.0,44.0,Fem,True,6.0,India,51.0
7757,44.0,7.0,42.0,Fem,False,4.0,Peru,122.0
7677,47.0,7.0,44.0,Fem,False,4.0,Peru,132.0
2741,50.0,9.0,22.0,Masc,False,2.0,Ethiopia,117.0
1041,32.0,3.0,22.0,Fem,True,5.0,Pakistan,84.0
4075,30.0,7.0,15.5,Fem,False,4.0,United Kingdom,88.0
9140,42.0,6.0,22.0,Fem,True,3.0,Yemen,35.0
6118,39.0,7.0,44.0,Fem,False,3.0,Argentina,85.0
6902,36.0,9.0,22.0,Fem,False,4.0,Uganda,112.0
471,37.0,7.0,57.0,Fem,True,2.0,United States,292.0
2921,39.0,6.0,15.5,Fem,False,4.0,Egypt,73.0
1905,45.0,6.0,15.5,Fem,True,3.0,Japan,107.0
8876,26.0,5.0,28.0,Fem,True,3.0,Afghanistan,274.0
